SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
HINDPETRO, EQ, 22-Mar-2022,276.2,274.65,285.9,274.65,280.4,280.15,281.11,8527328,23971.25,114290,2508595,29.42
HINDUNILVR, EQ, 22-Mar-2022,2051.2,2053.75,2053.75,1969,1992.8,1993.5,1989.54,5356303,106565.53,276247,2999131,55.99
HINDZINC, EQ, 22-Mar-2022,311.4,313.25,315,311.45,313.3,313,313.44,1178316,3693.37,12163,614389,52.14
HIRECT, BE, 22-Mar-2022,185.95,185.6,188.35,182.1,183.1,183.7,182.59,43718,79.82,102, -, -
HISARMETAL, EQ, 22-Mar-2022,124.7,127.4,146.8,126.45,138.3,138.4,140.47,522324,733.69,9485,138651,26.55
HITECH, EQ, 22-Mar-2022,517.45,523.3,523.3,509.05,516,516.9,513.17,27099,139.06,1110,21439,79.11
HITECHCORP, EQ, 22-Mar-2022,248.3,245,249.55,240.05,242.45,245.35,244.44,8887,21.72,1146,2192,24.67
HITECHGEAR, EQ, 22-Mar-2022,218.2,218.55,224.85,215.05,215.1,216.4,219.9,7729,17,556,3520,45.54
HLEGLAS, EQ, 22-Mar-2022,5723.65,5723.65,5862.4,5656.5,5780,5765.2,5768.1,5448,314.25,1883,2522,46.29
HLVLTD, EQ, 22-Mar-2022,9.55,9.5,9.7,9.15,9.3,9.3,9.35,356880,33.38,604,214954,60.23
HMT, BZ, 22-Mar-2022,28.3,28,28.8,26.9,27.5,27.5,27.18,23887,6.49,60, -, -
HMVL, EQ, 22-Mar-2022,66.6,67.5,67.5,65.5,65.85,65.8,65.9,61639,40.62,837,39633,64.3
HNDFDS, EQ, 22-Mar-2022,1961.2,1980,1980,1905,1930,1922.05,1934.98,3844,74.38,1384,1771,46.07
HNGSNGBEES, EQ, 22-Mar-2022,303.83,306,308.56,299.21,303,303.31,301.82,6587,19.88,264,5650,85.78
HOMEFIRST, EQ, 22-Mar-2022,720.35,720.05,732.6,701.55,717,722.85,716.62,43552,312.1,7291,23049,52.92
HONAUT, EQ, 22-Mar-2022,39557.45,39250,39905,39000.85,39329,39328.15,39307.88,1649,648.19,1089,595,36.08
HONDAPOWER, EQ, 22-Mar-2022,1272.9,1255,1292,1255,1257.5,1263.25,1268.72,2392,30.35,392,1236,51.67
HOTELRUGBY, BE, 22-Mar-2022,4.9,5.1,5.1,4.95,4.95,4.95,5.04,7079,0.36,22, -, -
HOVS, EQ, 22-Mar-2022,51,53,53,49,49.9,49.85,49.94,9545,4.77,363,3743,39.21
HPAL, EQ, 22-Mar-2022,383.85,382.55,388,378.6,381,382.4,382.06,26122,99.8,1978,11366,43.51
HPIL, SM, 22-Mar-2022,64.25,61.25,61.45,61.25,61.45,61.4,61.34,33000,20.24,5,33000,100
HPL, EQ, 22-Mar-2022,62.85,63.75,70.5,62.25,66.5,67.35,66.24,388363,257.25,3571,119218,30.7
HSCL, EQ, 22-Mar-2022,63.75,63.95,65.8,63.15,63.55,63.5,64.35,10997819,7077.47,34920,2866813,26.07
HSIL, EQ, 22-Mar-2022,305.35,309.8,309.8,303.3,306.35,305.9,306.49,98607,302.22,4847,38827,39.38
HTMEDIA, EQ, 22-Mar-2022,31.7,31.75,32.95,30.9,31.65,31.55,31.9,766635,244.59,2922,395683,51.61
HUBTOWN, BE, 22-Mar-2022,47.85,48.9,49.5,45.5,46.5,45.65,46.45,186328,86.55,561, -, -
HUDCO, EQ, 22-Mar-2022,35.3,35.45,35.65,35.15,35.35,35.4,35.37,1321105,467.32,4245,833110,63.06
HUDCO, N4, 22-Mar-2022,1073.98,1074,1074,1016.1,1070,1070,1050.44,10,0.11,4,5,50
HUDCO, N8, 22-Mar-2022,1220,1221,1230.1,1219,1230,1230,1223.89,1408,17.23,16,1215,86.29
HUDCO, ND, 22-Mar-2022,1260,1251.3,1255,1251,1251.5,1252.04,1252.24,1274,15.95,33,1250,98.12
HUDCO, NE, 22-Mar-2022,1396.99,1393.99,1394,1385.01,1385.01,1386.8,1393.21,750,10.45,17,710,94.67
HUHTAMAKI, EQ, 22-Mar-2022,164.1,165,166.65,161,162.1,162.25,162.76,114982,187.15,2549,66453,57.79
IBMFNIFTY, EQ, 22-Mar-2022,180.86,174.5,182,171.3,180.85,180.77,178.14,6385,11.37,189,121,1.9
IBREALEST, EQ, 22-Mar-2022,107.95,108.5,108.5,103.35,105.2,105.4,105.23,10105504,10634.34,42686,3442850,34.07
IBUCCREDIT, N7, 22-Mar-2022,970,966,966,966,966,966,966,1,0.01,1,1,100
IBUCCREDIT, ND, 22-Mar-2022,900.2,892.2,892.2,892.2,892.2,892.2,892.2,120,1.07,1,120,100
IBULHSGFIN, EQ, 22-Mar-2022,157.3,157.3,157.45,152.6,154.45,154.45,154.33,8528232,13161.96,46437,2235690,26.22
IBULHSGFIN, NE, 22-Mar-2022,895,890,894.99,890,894.99,894.99,894.84,170,1.52,10,170,100
IBULHSGFIN, NL, 22-Mar-2022,991,977,977,977,977,977,977,76,0.74,1,76,100
IBULHSGFIN, NN, 22-Mar-2022,990,990,990,990,990,990,990,25,0.25,1,25,100
IBULHSGFIN, NT, 22-Mar-2022,983,975,980,971.45, ,980,973.54,57,0.55,6,57,100
ICDSLTD, BE, 22-Mar-2022,42,43.5,43.5,42.05,42.05,42.55,42.58,1747,0.74,19, -, -
ICEMAKE, EQ, 22-Mar-2022,107.8,107.95,109,101.2,102.25,102.25,103.98,79378,82.53,2387,43960,55.38
ICICI500, EQ, 22-Mar-2022,24.23,24.23,24.59,23.85,24.4,24.39,24.15,123440,29.81,412,41313,33.47
ICICI5GSEC, EQ, 22-Mar-2022,50.75,50.5,50.75,50.1,50.75,50.75,50.5,786,0.4,19,194,24.68
ICICIALPLV, EQ, 22-Mar-2022,170.09,172.99,172.99,166.71,169.74,169.71,169.36,85872,145.43,398,84038,97.86
ICICIAUTO, EQ, 22-Mar-2022,105.01,108.95,108.95,103.6,106.2,105.81,104.06,82503,85.85,242,28978,35.12
ICICIB22, EQ, 22-Mar-2022,47.96,47.95,48.5,47.47,48.35,48.3,47.89,549241,263.06,1152,531728,96.81
ICICIBANK, EQ, 22-Mar-2022,710.75,708.65,721,699.5,720.85,718.2,710.64,11761758,83583.21,224938,6139017,52.19
ICICIBANKN, EQ, 22-Mar-2022,359.46,358.95,363.65,353.09,362.3,362.8,359.44,23025,82.76,583,17684,76.8
ICICIBANKP, EQ, 22-Mar-2022,179.62,180,181.28,176.77,180.95,180.83,178.19,26271,46.81,218,22914,87.22
ICICICONSU, EQ, 22-Mar-2022,68.28,68,68.19,66.8,68.19,67.8,67.12,2368,1.59,56,1547,65.33
ICICIFMCG, EQ, 22-Mar-2022,366.03,368.9,368.9,358.25,362.73,362.69,359.39,10019,36.01,267,5396,53.86
ICICIGI, EQ, 22-Mar-2022,1240.55,1240.65,1253,1224.1,1252.9,1250.4,1241.18,388976,4827.88,40852,255243,65.62
ICICIGOLD, EQ, 22-Mar-2022,45.25,45.35,45.84,45.23,45.3,45.38,45.51,264237,120.25,6606,231812,87.73
ICICILIQ, EQ, 22-Mar-2022,1000,995,1058.36,995,999.99,999.99,1004.9,95751,962.2,2153,61333,64.05
ICICILOVOL, EQ, 22-Mar-2022,134.44,135.48,135.48,128.25,134.75,134.72,134.5,273849,368.33,1040,263461,96.21
ICICIM150, EQ, 22-Mar-2022,110.31,111.29,111.46,109.21,110.3,110.32,109.67,27384,30.03,445,6146,22.44
ICICIMCAP, EQ, 22-Mar-2022,100.57,101.99,101.99,99.11,100.7,100.58,99.88,17893,17.87,312,6978,39
ICICINF100, EQ, 22-Mar-2022,187.91,187.91,189.99,186.51,189.5,189.4,187.91,8730,16.4,368,2713,31.08
ICICINIFTY, EQ, 22-Mar-2022,184.41,185,186.48,183.12,186.47,186.29,184.68,197677,365.07,4691,70008,35.42
ICICINV20, EQ, 22-Mar-2022,96.72,78.5,99,78.5,97.36,97.26,96.58,21944,21.19,1305,12863,58.62
ICICINXT50, EQ, 22-Mar-2022,41.59,41.97,41.98,41.02,41.5,41.61,41.35,28802,11.91,798,21710,75.38
ICICIPHARM, EQ, 22-Mar-2022,85.18,86.25,86.25,84.11,84.74,84.72,84.31,141075,118.95,131,138346,98.07
ICICIPRULI, EQ, 22-Mar-2022,477.45,478,485.8,471,483.3,481.75,479.47,1100486,5276.51,37891,475648,43.22
ICICISENSX, EQ, 22-Mar-2022,624.5,657.7,657.7,616.04,629.51,629.24,624.63,1874,11.71,137,1101,58.75
ICICISILVE, EQ, 22-Mar-2022,69.69,70.69,70.69,69,69.6,69.62,69.87,357366,249.69,1365,314236,87.93
ICICITECH, EQ, 22-Mar-2022,361.88,356.7,368.49,356.7,368.49,367.75,365.56,17569,64.23,513,13400,76.27
ICIL, EQ, 22-Mar-2022,166.25,166.9,168,162.5,164.25,164.2,165.13,308227,508.98,6078,164764,53.46
ICRA, EQ, 22-Mar-2022,3851.95,3794.15,3876.25,3794.15,3850,3851,3848.75,3083,118.66,386,2429,78.79
IDBI, EQ, 22-Mar-2022,44.75,44.95,46.2,43.9,45.3,45.3,44.97,10651646,4790.39,22056,2966853,27.85
IDBIGOLD, EQ, 22-Mar-2022,4682.2,4685.05,4783.5,4685.05,4739.9,4718.3,4738.94,85,4.03,45,39,45.88
IDEA, EQ, 22-Mar-2022,10.05,10.1,10.15,9.95,10.05,10.05,10.06,104914784,10550.15,73891,30095039,28.69
IDFC, EQ, 22-Mar-2022,60.9,60.9,61.45,59.75,60.15,60.2,60.37,11712378,7070.42,20455,4417722,37.72
IDFCFIRSTB, EQ, 22-Mar-2022,41.85,41.9,42,40.3,40.9,40.6,40.75,52099992,21229.38,65078,25736559,49.4
IDFNIFTYET, EQ, 22-Mar-2022,180.89,184.55,184.55,178.86,182.62,182.62,179.76,462,0.83,25,298,64.5
IEX, EQ, 22-Mar-2022,220.95,221,222.7,218.45,221.9,221.95,220.64,4360080,9620,43863,1495489,34.3
IFBAGRO, EQ, 22-Mar-2022,580.5,589,589,573.95,580.05,582.3,581.72,16172,94.07,1993,3298,20.39
IFBIND, EQ, 22-Mar-2022,963.65,969.95,972.45,922.65,943.2,937.7,951.35,29437,280.05,2740,8070,27.41
IFCI, EQ, 22-Mar-2022,12.15,12.2,12.2,12.05,12.15,12.1,12.12,2092595,253.67,4454,1120548,53.55
IFCI, NH, 22-Mar-2022,1032.63,1033.2,1035,1030,1030.01,1030.91,1031.33,2842,29.31,43,2842,100
IFCI, NL, 22-Mar-2022,1014.67,1020,1020,1009,1018,1013.54,1011.37,1681,17,48,1549,92.15
IFGLEXPOR, EQ, 22-Mar-2022,265.5,270,274.95,263.75,273.85,272.85,269.97,24789,66.92,1212,11854,47.82
IGARASHI, EQ, 22-Mar-2022,359.6,361.4,364,356.55,359.5,359.95,360.26,52424,188.86,5188,15418,29.41
IGL, EQ, 22-Mar-2022,374.2,375.55,376.8,368,371.1,370.9,371.52,2308678,8577.15,35945,708640,30.69
IGPL, EQ, 22-Mar-2022,703.8,713,729.7,703.9,705.9,706.9,717.74,168573,1209.91,6647,51455,30.52
IIFCL, N2, 22-Mar-2022,1081,1083,1083,1083,1083,1083,1083,100,1.08,1,100,100
IIFCL, N4, 22-Mar-2022,1368.42,1356,1365,1356,1364,1363.39,1360.52,3571,48.58,29,2616,73.26
IIFL, EQ, 22-Mar-2022,286.85,289.9,293.5,283,286.5,286.8,287.21,516712,1484.06,11370,282258,54.63
IIFL, N3, 22-Mar-2022,1311.11,1326,1326,1326,1326,1326,1326,50,0.66,1,50,100
IIFL, N4, 22-Mar-2022,1011.89,1012,1012,1005.25,1010.75,1010.89,1009.21,1568,15.82,36,1474,94.01
IIFL, N5, 22-Mar-2022,1028.66,1022,1022,1022,1022,1022,1022,100,1.02,3,100,100
IIFL, N6, 22-Mar-2022,1010,1010,1010,1002,1010,1010,1005.47,324,3.26,7,299,92.28
IIFL, N9, 22-Mar-2022,995.95,1019.95,1020,1019.95,1020,1020,1019.99,45,0.46,3,45,100
IIFL, NB, 22-Mar-2022,1003,1000.65,1000.65,1000,1000,1000,1000.62,264,2.64,2,264,100
IIFL, NE, 22-Mar-2022,960.01,960.1,961,960,960,960.94,960.62,332,3.19,9,331,99.7
IIFL, NF, 22-Mar-2022,968.48,962.05,969.18,962.05,963.13,963.13,968.92,2635,25.53,40,2635,100
IIFL, NH, 22-Mar-2022,999,1000,1000,1000,1000,1000,1000,81,0.81,4,81,100
IIFL, NI, 22-Mar-2022,1000,965.2,1000,965.2,966.6,966.6,970.12,170,1.65,3,170,100
IIFL, NJ, 22-Mar-2022,1030,951,951,951,951,951,951,2,0.02,1,2,100
IIFL, NL, 22-Mar-2022,945,940,940,930,930,930,934.22,595,5.56,18,595,100
IIFL, NM, 22-Mar-2022,960,989,989,960,960,960.5,967.5,4,0.04,4,4,100
IIFLSEC, EQ, 22-Mar-2022,93.6,94.5,94.5,91.1,93.9,93.65,93.04,299246,278.41,5028,134930,45.09
IIFLWAM, EQ, 22-Mar-2022,1582.75,1590,1595.1,1552.1,1575,1587,1574.88,35809,563.95,4605,20870,58.28
IIHFL, N4, 22-Mar-2022,984.2,980.6,980.6,980,980,980,980.19,321,3.15,15,321,100
IIHFL, N5, 22-Mar-2022,980,984.1,984.1,980,982,983.72,983.47,7820,76.91,48,7809,99.86
IIHFL, N6, 22-Mar-2022,955,975,975,951.3,951.3,951.3,958.07,70,0.67,2,70,100
IIHFL, N7, 22-Mar-2022,950,959,960,955.46,960,957.15,958.32,425,4.07,6,425,100
IIHFL, N9, 22-Mar-2022,930,930,930,900.5,900.5,901.21,901.58,910,8.2,16,910,100
IIHFL, NC, 22-Mar-2022,880,913,913,880,880,880,894.69,35,0.31,11,27,77.14
IITL, EQ, 22-Mar-2022,69.05,72.4,72.5,68.35,69,69.75,70.57,1221,0.86,32,221,18.1
IL&FSENGG, BZ, 22-Mar-2022,13.55,13.65,14.2,13.05,14.2,14.05,13.85,76629,10.61,145, -, -
IL&FSTRANS, BZ, 22-Mar-2022,5.4,5.2,5.65,5.15,5.65,5.65,5.52,310229,17.11,178, -, -
IMAGICAA, EQ, 22-Mar-2022,14.45,14.35,14.8,13.75,14.1,14.1,14.11,139255,19.65,723,88137,63.29
IMFA, EQ, 22-Mar-2022,435.95,444,449,437,437.05,439.3,442.03,201954,892.71,5862,114588,56.74
IMPAL, EQ, 22-Mar-2022,790.55,790.55,790.55,761,769,768.95,770.02,4301,33.12,304,2706,62.92
IMPEXFERRO, EQ, 22-Mar-2022,1.55,1.6,1.6,1.6,1.6,1.6,1.6,2150,0.03,4,2150,100
INCREDIBLE, BE, 22-Mar-2022,24.15,24.8,24.8,23.55,24.65,24.65,24.19,2553,0.62,21, -, -
INDBANK, EQ, 22-Mar-2022,23.55,23.55,23.95,23.1,23.55,23.35,23.32,42118,9.82,551,23107,54.86
INDHOTEL, EQ, 22-Mar-2022,206,206,214,205.8,208.45,208.75,210.47,9132579,19221.77,61315,2467883,27.02
INDIACEM, EQ, 22-Mar-2022,209.85,209.4,212.85,206.25,211.6,211.8,209.96,2209950,4639.98,17359,433907,19.63
INDIAGLYCO, EQ, 22-Mar-2022,881,887.95,906.95,873.8,879.95,878.8,891.88,112356,1002.08,6216,32162,28.63
INDIAMART, EQ, 22-Mar-2022,4431,4439.9,4510,4350,4496.65,4485,4437.45,96545,4284.13,13421,20084,20.8
INDIANB, EQ, 22-Mar-2022,155.7,155,155.9,151.8,155.5,154.1,153.35,1113478,1707.52,7731,207233,18.61
INDIANCARD, BE, 22-Mar-2022,273.4,264.15,275,264.15,270,270,268.94,424,1.14,14, -, -
INDIANHUME, EQ, 22-Mar-2022,188.85,189.05,190.75,186.25,188.75,188.05,187.79,26970,50.65,727,15300,56.73
INDIGO, EQ, 22-Mar-2022,1814.05,1810,1851.5,1762.25,1834.9,1836.25,1801.93,990082,17840.56,45513,70678,7.14
INDIGOPNTS, EQ, 22-Mar-2022,1578.55,1556,1599.95,1553.8,1585,1588.1,1576.11,37297,587.84,4524,14049,37.67
INDIGRID, IV, 22-Mar-2022,143.97,144.3,145.99,143,144,144.14,144.47,149483,215.95,1557,119982,80.26
INDIGRID, NB, 22-Mar-2022,1020,1020,1020,1019,1019,1019,1019.78,320,3.26,5,320,100
INDIGRID, NJ, 22-Mar-2022,1095,1094.9,1094.9,1094.8,1094.8,1094.89,1094.9,765,8.38,6,465,60.78
INDLMETER, BE, 22-Mar-2022,14.7,14,14,14,14,14,14,33090,4.63,43, -, -
INDNIPPON, EQ, 22-Mar-2022,460.2,474.2,474.2,455.25,464.95,460.65,462.86,36763,170.16,1997,19937,54.23
INDOCO, EQ, 22-Mar-2022,409.8,418,426.2,397.1,401.8,401.8,409.86,305496,1252.09,14918,76746,25.12
INDORAMA, EQ, 22-Mar-2022,68.15,68.8,69.8,66.6,68.55,68.7,68,211929,144.11,2360,97848,46.17
INDOSOLAR, BZ, 22-Mar-2022,2.75,2.85,2.85,2.85,2.85,2.85,2.85,41934,1.2,78, -, -
INDOSTAR, EQ, 22-Mar-2022,237.7,233.5,249,233.5,242.9,243.15,238.87,111691,266.79,2355,50969,45.63
INDOTECH, EQ, 22-Mar-2022,219.65,219.65,223.15,216,220.9,219.6,219.73,13735,30.18,354,8592,62.56
INDOTHAI, BE, 22-Mar-2022,311.95,323.45,323.45,303.15,310,309.95,311.59,3990,12.43,81, -, -
INDOWIND, BE, 22-Mar-2022,19.2,18.25,20.15,18.25,20.15,20.15,18.65,231966,43.27,870, -, -
INDRAMEDCO, EQ, 22-Mar-2022,62.7,62.95,63.45,61.85,62.35,62.2,62.48,93492,58.42,1781,62984,67.37
INDSWFTLAB, EQ, 22-Mar-2022,67.75,67.75,69,66.8,67.1,67.3,67.38,119002,80.19,1116,95991,80.66
INDSWFTLTD, BE, 22-Mar-2022,12.5,12.9,12.9,11.9,12.35,11.95,12.06,13429,1.62,83, -, -
INDTERRAIN, EQ, 22-Mar-2022,51.3,50.6,51.75,49.7,50.85,50.7,50.74,314156,159.42,1973,240070,76.42
INDUSINDBK, EQ, 22-Mar-2022,913.4,916,932,903.6,931,927.7,916.58,2764481,25338.54,61449,691890,25.03
INDUSTOWER, EQ, 22-Mar-2022,209.95,210.2,213.05,208.75,211.65,211.85,211.05,2166509,4572.5,21243,1119498,51.67
INEOSSTYRO, EQ, 22-Mar-2022,1097.2,1097.2,1120,1059.85,1106,1103.95,1097.27,27220,298.68,3024,16158,59.36
INFIBEAM, EQ, 22-Mar-2022,20.75,20.75,20.8,20,20.05,20.15,20.37,6726372,1370.07,5624,5751428,85.51
INFOBEAN, EQ, 22-Mar-2022,759,781,781,759.05,768,771.35,769.23,40931,314.85,2724,22452,54.85
INFOMEDIA, BE, 22-Mar-2022,4.2,4.35,4.4,4.05,4.1,4.05,4.16,54661,2.27,57, -, -
INFRABEES, EQ, 22-Mar-2022,503.54,503.34,510,495.21,510,508.64,506.13,1748,8.85,152,1147,65.62
INFY, EQ, 22-Mar-2022,1853.05,1850,1890,1839,1887,1887.4,1873.62,5709382,106972.07,202175,3561539,62.38
INGERRAND, EQ, 22-Mar-2022,1566.15,1574,1670,1545.55,1634,1629.2,1629.66,156627,2552.49,19234,31296,19.98
INNOVANA, SM, 22-Mar-2022,399,407,407,407,407,407,407,1000,4.07,1,1000,100
INNOVATIVE, SM, 22-Mar-2022,6.05,5.85,6.1,5.75,5.95,5.95,5.9,135000,7.97,31,108000,80
INOXLEISUR, EQ, 22-Mar-2022,436.85,436.95,456.3,436.95,442.75,442.75,446.42,1319579,5890.86,30660,482411,36.56
INOXWIND, EQ, 22-Mar-2022,109.85,109.55,111.65,108,111.45,111.2,110.38,467709,516.24,5251,286402,61.24
INSECTICID, EQ, 22-Mar-2022,635.35,638.55,640,625.5,625.5,628.8,633.5,6256,39.63,840,2908,46.48
INSPIRISYS, BE, 22-Mar-2022,65.9,62.65,64.95,62.65,62.9,63,62.8,100858,63.34,207, -, -
INTELLECT, EQ, 22-Mar-2022,802.9,807.15,844.5,791,819,818.7,825.29,2549888,21043.96,71428,463672,18.18
INTENTECH, EQ, 22-Mar-2022,75.5,76,78.45,75.1,76.75,76.7,77.16,110201,85.03,1842,56215,51.01
INTLCONV, EQ, 22-Mar-2022,83.3,84,87,82.5,84.9,85.05,85.5,1753586,1499.25,11862,455694,25.99
INVENTURE, EQ, 22-Mar-2022,3.75,3.6,3.9,3.6,3.8,3.8,3.68,42229256,1552.74,9425,16087113,38.09
IOB, EQ, 22-Mar-2022,18.25,18.35,18.35,18.1,18.15,18.2,18.21,1511834,275.25,3566,648237,42.88
IOC, EQ, 22-Mar-2022,118,119,121.85,118.5,120.55,120.65,120.25,20619526,24794.68,137739,6219371,30.16
IOLCP, EQ, 22-Mar-2022,398.4,401.7,409.5,393,396.1,396.4,400.16,514782,2059.93,14337,117261,22.78
IONEXCHANG, EQ, 22-Mar-2022,1639.3,1665.55,1674.8,1628,1649.95,1644.6,1650.29,13927,229.84,3055,8813,63.28
IPCALAB, EQ, 22-Mar-2022,1003,1003.1,1013.5,995.1,998.95,999.75,1002.76,210510,2110.91,14082,98911,46.99
IPL, EQ, 22-Mar-2022,282.25,283.5,285.1,280.1,282.75,282.1,282.65,172138,486.54,3131,95728,55.61
IRB, EQ, 22-Mar-2022,224.35,224.5,227.9,219.25,226.7,226.3,224.02,1329074,2977.34,13162,699051,52.6
IRBINVIT, IV, 22-Mar-2022,52.84,52.97,53.09,52.6,52.94,52.94,52.88,612453,323.83,1173,553089,90.31
IRCON, EQ, 22-Mar-2022,40.95,41.2,41.2,40.85,41.1,41.1,41.07,687040,282.18,3342,333532,48.55
IRCTC, EQ, 22-Mar-2022,770.75,774,774,752.1,767.95,765.8,761.4,2670547,20333.67,73773,673022,25.2
IREDA, N1, 22-Mar-2022,1623.9,1309.46,1309.46,1299.12,1299.12,1299.12,1301.62,272,3.54,11,272,100
IREDA, N3, 22-Mar-2022,1357.57,1341,1341,1341,1341,1341,1341,1,0.01,1,1,100
IREDA, N5, 22-Mar-2022,1253.02,1253.02,1253.02,1253.02,1253.02,1253.02,1253.02,95,1.19,1,95,100
IREDA, N7, 22-Mar-2022,1250,1270,1270,1270,1270,1270,1270,1,0.01,1,1,100
IRFC, EQ, 22-Mar-2022,22.65,22.65,22.75,22.2,22.35,22.35,22.38,7366442,1648.45,9609,2869767,38.96
IRFC, N2, 22-Mar-2022,1198.6,1193,1205.9,1193,1201,1201,1193.95,22,0.26,3,20,90.91
IRFC, N3, 22-Mar-2022,1068.99,1068.99,1068.99,1056,1056,1056,1057.3,10,0.11,2,10,100
IRFC, N7, 22-Mar-2022,1141.8,1142.1,1142.1,1142.1,1142.1,1142.1,1142.1,2,0.02,1,2,100
IRFC, N9, 22-Mar-2022,1170,1175,1178,1175,1178,1177.3,1177.31,175,2.06,3,175,100
IRFC, NA, 22-Mar-2022,1316,1318,1320,1317,1320,1320,1319.81,1797,23.72,11,1797,100
IRFC, NE, 22-Mar-2022,1363,1363,1363,1359.99,1359.99,1359.99,1362,15,0.2,2,15,100
IRFC, NI, 22-Mar-2022,1120,1121.01,1121.01,1121,1121,1121,1121.01,180,2.02,7,180,100
IRFC, NJ, 22-Mar-2022,1226.52,1227,1239.7,1226.52,1235.81,1235.81,1226.56,793,9.73,7,791,99.75
IRFC, NK, 22-Mar-2022,1330,1331.5,1333.5,1330,1330,1330,1332.54,334,4.45,4,334,100
IRFC, NO, 22-Mar-2022,1255.1,1260,1260,1260,1260,1260,1260,1006,12.68,2,1006,100
IRIS, EQ, 22-Mar-2022,109.5,109.3,113,106.05,110.5,111,109.37,28506,31.18,1690,14895,52.25
IRISDOREME, EQ, 22-Mar-2022,180.9,182.9,193.95,181.8,188.2,189.25,189.37,63721,120.67,582,24505,38.46
ISEC, EQ, 22-Mar-2022,645.4,647,673.9,632,669,669.75,656.29,442019,2900.93,20052,169929,38.44
ISFT, EQ, 22-Mar-2022,199.9,204.5,204.5,190,191.6,191.15,195.28,71455,139.53,1437,54541,76.33
ISGEC, EQ, 22-Mar-2022,564.2,569.85,576,560,562.5,564.7,567.68,33431,189.78,2072,14839,44.39
ISMTLTD, BE, 22-Mar-2022,56.6,57.15,57.15,54.7,55,55,55.61,55570,30.9,262, -, -
ITC, EQ, 22-Mar-2022,244.5,244.55,250.75,243.55,249.95,249.75,247.49,36945426,91435.78,176133,21253371,57.53
ITDC, EQ, 22-Mar-2022,345.95,346.05,351.65,341.75,344.2,346.05,346.59,16658,57.73,1083,5701,34.22
ITDCEM, EQ, 22-Mar-2022,65.55,65.55,65.95,64.5,64.75,64.8,65.1,509506,331.71,3676,315068,61.84
ITI, EQ, 22-Mar-2022,101.05,101.5,102.75,100.25,101.15,101.05,101.37,181277,183.77,4205,65541,36.16
IVC, BE, 22-Mar-2022,7,6.9,7.15,6.65,7,6.95,6.87,251995,17.32,480, -, -
IVP, EQ, 22-Mar-2022,163.55,161.35,165.4,161,163.3,163.35,163.08,23812,38.83,472,18248,76.63
IVZINGOLD, EQ, 22-Mar-2022,4621.05,4692.35,4692.35,4591.05,4602.25,4614,4624.81,81,3.75,31,66,81.48
IVZINNIFTY, EQ, 22-Mar-2022,1878.3,1821.96,1880.65,1821.96,1880.65,1880.65,1859.96,6,0.11,6,2,33.33
IWEL, EQ, 22-Mar-2022,716.25,751.95,751.95,680.5,715,709.15,720.98,1103,7.95,149,785,71.17
IZMO, EQ, 22-Mar-2022,86.75,86.95,89.9,85.2,88.5,88.15,87.75,64393,56.5,747,35897,55.75
J&KBANK, EQ, 22-Mar-2022,34.6,34.7,35.05,34.3,34.75,34.7,34.64,1011223,350.28,3561,442382,43.75
JAGRAN, EQ, 22-Mar-2022,64.95,65,65.4,64.1,65.1,65.05,64.94,141355,91.8,1377,106641,75.44
JAGSNPHARM, EQ, 22-Mar-2022,291.35,293.4,308.35,291.4,302,301.85,300.82,454208,1366.35,17439,117889,25.95
JAIBALAJI, EQ, 22-Mar-2022,45.55,46.4,47,45,46.95,46.4,45.58,52861,24.1,538,46381,87.74
JAICORPLTD, EQ, 22-Mar-2022,111.85,112.5,113.4,111.05,112.8,112.75,112.32,865036,971.63,7012,204107,23.6
JAINAM, SM, 22-Mar-2022,154,155,155,152,152,152,153.5,4000,6.14,2,4000,100
JAINSTUDIO, BZ, 22-Mar-2022,2.7,2.6,2.6,2.6,2.6,2.6,2.6,410,0.01,3, -, -
JAIPURKURT, EQ, 22-Mar-2022,65.1,67.9,67.9,62.05,62.2,62.35,63,10222,6.44,174,7602,74.37
JALAN, SM, 22-Mar-2022,13.75,14,14.4,14,14.4,14.4,14.29,15000,2.14,5,9000,60
JAMNAAUTO, EQ, 22-Mar-2022,102.25,101.7,105,101.1,102.65,102.65,103.85,725299,753.24,8954,265316,36.58
JASH, EQ, 22-Mar-2022,543.9,546,549.8,539.95,540,540.5,542.36,19682,106.75,580,15656,79.54
JAYAGROGN, EQ, 22-Mar-2022,224.35,224.1,228,222.75,223.6,224.75,224.63,30630,68.81,920,17819,58.17
JAYBARMARU, EQ, 22-Mar-2022,157.45,159.35,162.2,153.55,161.75,160.7,157.99,28816,45.53,1067,14841,51.5
JAYNECOIND, EQ, 22-Mar-2022,24.75,25.25,25.45,24.1,24.2,24.45,24.38,28414,6.93,143,22149,77.95
JAYSREETEA, EQ, 22-Mar-2022,97.3,97.6,97.6,95.75,96.4,96.4,96.4,31895,30.75,729,17545,55.01
JBCHEPHARM, EQ, 22-Mar-2022,1602.8,1600,1613,1577.05,1579,1599.3,1598.92,409842,6553.05,11564,372867,90.98
